TrainingDataset	HumanGeneID	MouseOrthologGeneID	Symbol	Synonyms	Description	EnsemblGeneID	ProteinLength	TargetP_Score	MitoDomain_Score	CoexpressionGnfN50_Score	PGC_Induction_Score	YeastMitoHomolog_Score	RickettsiaHomolog_Score	MSMS_Score	MCARTA2.0_score	MCARTA2_FDR	MCARTA2_LIST	MCARTA2_EVIDENCE	hg19_Chromosome	hg19_Start	hg19_Stop	MSMS_NUM_TISSUES	MSMS_NUM_PEPTIDES_UNIQUE	MSMS_NUM_SPECTRA	MSMS_TOTAL_INTENSITY	MSMS_PERCENT_COVERAGE	Tissues	cerebrum_total_peak_intensity_log10	cerebellum_total_peak_intensity_log10	brainstem_total_peak_intensity_log10	spinalcord_total_peak_intensity_log10	kidney_total_peak_intensity_log10	liver_total_peak_intensity_log10	heart_total_peak_intensity_log10	skeletalmuscle_total_peak_intensity_log10	adipose_total_peak_intensity_log10	smallintestine_total_peak_intensity_log10	largeintestine_total_peak_intensity_log10	stomach_total_peak_intensity_log10	placenta_total_peak_intensity_log10	testis_total_peak_intensity_log10	HPA_PrimarySubcellularLocalization_2015
Tmito	51142	14004	CHCHD2	C7orf17|Q9Y6H1	coiled-coil-helix-coiled-coil-helix domain containing 2	ENSG00000106153	151	2	SharedDomain	25		OrthologMitoLowConf	NoHomolog		11.6049	0.007	1	"APEX_IMS, targetP signal, yeast mito homolog+, mito protein domain, coexpression"	chr7	56169265	56174187																					"Mitochondria (APE, Supportive)"
Tpossible_mito	8564	98256	KMO	dJ317G22.1|O15229	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)	ENSG00000117009	486		SharedDomain	3		HomologMitoHighConf	Homolog	50-75pure	11.6003	0.007	1	"yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS++"	chr1	241695433	241758949	2	26	88	2.73E+09	53	"kidney, liver"					8.4	9.4									
Tmito	94097	94282	SFXN5	BBG-TCC|Q8TD22	sideroflexin 5	ENSG00000144040	340		MitoDomain	2		HomologMitoLowConf	NoHomolog	50-75pure	11.5852	0.007	1	"literature, mito protein domain+, MS/MS++"	chr2	73169164	73298965	8	23	367	2.23E+10	70	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, largeintestine"	9.7	9.5	10	9.5	8.7	8.5			8.6		8				"Nucleus but not nucleoli;Mitochondria (APE, Uncertain)"
Tmito	60528	68626	ELAC2	COXPD17|ELC2|HPC2|Q9BQ52	elaC ribonuclease Z 2	ENSG00000006744	826	2	SharedDomain	4		HomologMitoLowConf	Ortholog	25-50ambig	11.57	0.007	1	"APEX_matrix, GFP, targetP signal, Rickettsial homolog, mito protein domain, MS/MS"	chr17	12894928	12921381	5	22	35	2.67E+08	38	"cerebellum, skeletalmuscle, adipose, largeintestine, stomach"		7.6						6.8	7.6		8.3	5.3			"Nucleus but not nucleoli (APE, Supportive)"
Tmito	2876	14775	GPX1	GPXD|GSHPX1|P07203	glutathione peroxidase 1	ENSG00000233276	203	3	SharedDomain	11		HomologMitoLowConf	NoHomolog	75-100ambig	11.5396	0.007	1	"literature, APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS+"	chr3	49394608	49395791	12	15	256	2.68E+10	84	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.6	8.4	7.9	8.4	10	10.1			9.3	8.8	8.9	8.9	8.9	8.2	"Cytoplasm (APE, Supportive)"
Tmito	1375	12895	CPT1B	CPT1-M|CPT1M|CPTI|CPTI-M|M-CPT1|MCCPT1|MCPT1|Q92523	carnitine palmitoyltransferase 1B (muscle)	ENSG00000205560	772		SharedDomain	NA		OrthologMitoLowConf	NoHomolog	50-75pure	11.4641	0.007	1	"literature, yeast mito homolog+, mito protein domain, MS/MS++"	chr22	51007289	51017096	13	49	814	3.30E+10	64	"cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"		6.6	7.4	7.5	9	8.2	10.1	10.2	8.2	8.2	8.4	8.1	7.5	9.3	
Tpossible_mito	4199	17436	ME1	HUMNDME|MES|P48163	"malic enzyme 1, NADP(+)-dependent, cytosolic"	ENSG00000065833	572		SharedDomain	12		OrthologMitoLowConf	Homolog	50-75crude	11.431	0.007	1	"yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression"	chr6	83920109	84140938	5	31	115	2.03E+09	70	"spinalcord, liver, adipose, placenta, testis"				7		8.3			8.5				7	9.2	"Nucleus but not nucleoli (APE, Uncertain)"
Tmito	51024	66437	FIS1	TTC11|Q9Y3D6	fission 1 (mitochondrial outer membrane) homolog (S. cerevisiae)	ENSG00000214253	152		MitoDomain	1		OrthologMitoHighConf	NoHomolog	75-100crude	11.3989	0.007	1	"literature, yeast mito homolog++, mito protein domain+"	chr7	100882892	100888371	14	16	462	8.90E+09	86	all 14	9.1	8.8	9.1	9.1	9.1	8.5	8.3	8.5	8.2	7.8	8.8	8.4	8.7	8.8	"Mitochondria (APE, Supportive)"
Tmito	27166	66494	PRELID1	PRELI|PX19|SBBI12|Q9Y255	PRELI domain containing 1	ENSG00000169230	219	3	MitoDomain	NA		OrthologMitoHighConf	NoHomolog		11.381	0.007	1	"literature, APEX_IMS, GFP, targetP signal, yeast mito homolog++, mito protein domain+"	chr5	176730762	176733960																					"Mitochondria (APE, Supportive)"
Tmito	7352	22229	UCP3	SLC25A9|P55916	"uncoupling protein 3 (mitochondrial, proton carrier)"	ENSG00000175564	312		MitoDomain	1		OrthologMitoLowConf	NoHomolog	25-50ambig	11.3472	0.007	1	"literature, yeast mito homolog+, mito protein domain+, MS/MS"	chr11	73711325	73720282	4	10	41	2.95E+08	35	"spinalcord, heart, skeletalmuscle, adipose"				7.6			7.8	7.7	8.2						
Tmito	9481	74011	SLC25A27	UCP4|O95847	"solute carrier family 25, member 27"	ENSG00000153291	323		MitoDomain	1		OrthologMitoLowConf	NoHomolog	25-50ambig	11.3472	0.007	1	"literature, yeast mito homolog+, mito protein domain+, MS/MS"	chr6	46620651	46645927	4	12	36	6.15E+08	40	"cerebrum, cerebellum, brainstem, spinalcord"	8.6	8	7.5	8											
Tmito	55972	319653	SLC25A40	MCFP|Q8TBP6	"solute carrier family 25, member 40"	ENSG00000075303	338		MitoDomain	1		OrthologMitoLowConf	NoHomolog	25-50ambig	11.3472	0.007	1	"literature, yeast mito homolog+, mito protein domain+, MS/MS"	chr7	87463813	87505692	9	10	36	6.61E+08	34	"cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, stomach, placenta, testis"	7.6	7.8	8.4	7.4					7.2		7.6	7.2	7.6	8.3	
Tmito	79085	66972	SLC25A23	APC2|MCSC2|SCaMC-3|Q9BV35	"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23"	ENSG00000125648	468		MitoDomain	1		OrthologMitoLowConf	NoHomolog	25-50ambig	11.3472	0.007	1	"literature, yeast mito homolog+, mito protein domain+, MS/MS"	chr19	6440074	6459781	9	15	47	8.97E+08	37	"cerebrum, brainstem, spinalcord, liver, adipose, smallintestine, largeintestine, stomach, placenta"	8.5		7.4	6.6		7.5			8.1	6.8	8.4	6.5	8.3		
Tmito	51409	69536	HEMK1	HEMK|MTQ1|Q9Y5R4	HemK methyltransferase family member 1	ENSG00000114735	338	2	MitoDomain	4		HomologMitoHighConf	Homolog		11.3146	0.007	1	"GFP, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain+"	chr3	50606908	50622421																					
Tmito	55186	192287	SLC25A36	PNC2|Q96CQ1	"solute carrier family 25 (pyrimidine nucleotide carrier ), member 36"	ENSG00000114120	311		MitoDomain	8		OrthologMitoLowConf	NoHomolog	0-25ambig	11.232	0.007	1	"GFP, yeast mito homolog+, mito protein domain+, coexpression"	chr3	140660661	140698785	4	8	17	2.86E+08	22	"brainstem, spinalcord, placenta, testis"			7.6	7.7									7.5	8.2	"Cytoplasm;Mitochondria (APE, Uncertain)"
Tmito	115209	67013	OMA1	2010001O09Rik|DAB1|MPRP-1|YKR087C|ZMPOMA1|peptidase|Q96E52	OMA1 zinc metallopeptidase	ENSG00000162600	524	1	NonMitoDomain	8		OrthologMitoHighConf	NoHomolog	0-25ambig	11.2236	0.007	1	"APEX_IMS, GFP, targetP signal+, yeast mito homolog++, coexpression"	chr1	58946390	59012446	3	7	11	1.19E+08	12	"skeletalmuscle, adipose, largeintestine"								7.2	7		8				"Nucleus but not nucleoli;Mitochondria (APE, Uncertain)"
Tpossible_mito	137994	270035	LETM2	Q2VYF4	leucine zipper-EF-hand containing transmembrane protein 2	ENSG00000165046	491	2	MitoDomain	0		OrthologMitoLowConf	NoHomolog		11.1783	0.007	1	"targetP signal, yeast mito homolog+, mito protein domain+"	chr8	38243958	38267042																					"Nucleus;Cytoplasm (APE, Uncertain)"
Tpossible_mito	115817	52585	DHRS1	SDR19C1|Q96LJ7	dehydrogenase/reductase (SDR family) member 1	ENSG00000157379	313	5	SharedDomain	2	0.39	NoMitoHomolog	Homolog	75-100pure	11.1569	0.007	1	"Rickettsial homolog, mito protein domain, MS/MS++"	chr14	24759803	24769039	12	24	197	3.45E+09	77	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.4	7.8	8.3	8.7	8.6	8.5			8.1	8.9	7.9	7.3	8.5	8.6	"Nucleus (APE, Uncertain)"
Tnon_mito	2040	13830	STOM	BND7|EPB7|EPB72|P27105	stomatin	ENSG00000148175	288		SharedDomain	1	-0.75	OrthologMitoLowConf	Homolog	50-75ambig	11.0325	0.007	1	"yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS"	chr9	124101265	124132582	3	17	80	1.39E+09	70	"adipose, placenta, testis"									6.9				9.1	8	"Cytoplasm (APE, Supportive)"
Tnon_mito	29081	75422	METTL5	HSPC133|Q9NRN9	methyltransferase like 5	ENSG00000138382	209		MitoDomain	8	1.01	NoMitoHomolog	Ortholog		10.934	0.008	1	"Rickettsial homolog, mito protein domain+, induction, coexpression"	chr2	170668267	170681353																					"Nucleoli (APE, Uncertain)"
Tpossible_mito	4482	110265	MSRA	PMSR|Q9UJ68	methionine sulfoxide reductase A	ENSG00000175806	235	5	SharedDomain	11		NoMitoHomolog	NoHomolog	50-75pure	10.9177	0.009	1	"mito protein domain, coexpression, MS/MS++"	chr8	9911829	10286401	13	15	166	8.65E+09	66	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta"	8.2	8.1	8.6	8	9.6	9.4	8.2	6.7	8.4	8.8	8.3	8.7	8.2		"Nucleus but not nucleoli (APE, Supportive)"
Tmito	254552	66387	NUDT8	Q8WV74	nudix (nucleoside diphosphate linked moiety X)-type motif 8	ENSG00000167799	236	5	SharedDomain	12		NoMitoHomolog	NoHomolog	50-75pure	10.9177	0.009	1	"APEX_matrix, mito protein domain, coexpression, MS/MS++"	chr11	67395408	67397408	13	10	93	1.55E+09	58	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"	7.4	7.5	7.6	7.2	8.7	8.2	8.5	7.3	8.4		8	7.7	7.9	7.5	"Nucleoli (APE, Uncertain)"
Tmito	349565	74080	NMNAT3	PNAT-3|PNAT3|Q96T66	nicotinamide nucleotide adenylyltransferase 3	ENSG00000163864	215	5	SharedDomain	12		NoMitoHomolog	NoHomolog	50-75pure	10.9177	0.009	1	"literature, mito protein domain, coexpression, MS/MS++"	chr3	139279022	139396885	13	16	87	1.06E+09	73	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, placenta, testis"	8.2	8.1	8	7.4	7.5	7.5	8.3	7.7	7.8	7.2	7.5		7.7	8.3	
Tpossible_mito	54977	208638	SLC25A38	Q96DW6	"solute carrier family 25, member 38"	ENSG00000144659	304		MitoDomain	5		OrthologMitoHighConf	NoHomolog		10.897	0.009	1	"yeast mito homolog++, mito protein domain+, coexpression"	chr3	39424814	39438819																					
Tmito	84769	234384	MPV17L2	FKSG24|Q567V2	MPV17 mitochondrial membrane protein-like 2	ENSG00000254858	206	3	SharedDomain	13		OrthologMitoLowConf	NoHomolog	0-25ambig	10.8917	0.009	1	"GFP, targetP signal, yeast mito homolog+, mito protein domain, coexpression"	chr19	18304039	18307550	2	4	6	2.88E+07	23	"largeintestine, placenta"											7.2		7.1		"Cytoplasm (APE, Uncertain)"
Tmito	47	104112	ACLY	ACL|ATPCL|CLATP|P53396	ATP citrate lyase	ENSG00000131473	1101		SharedDomain	10		OrthologMitoLowConf	Homolog	25-50crude	10.8771	0.009	1	"APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression"	chr17	40023178	40075272	11	46	277	3.29E+09	42	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, largeintestine, stomach, placenta, testis"	8.3	8.3	9.3	8	8.4	8.1			8.5		7.5	7.3	7.4	8.1	"Plasma membrane;Cytoplasm (APE, Supportive)"
Tpossible_mito	225	26874	ABCD2	ABC39|ALDL1|ALDR|ALDRP|hALDR|Q9UBJ2	"ATP-binding cassette, sub-family D (ALD), member 2"	ENSG00000173208	740	3	SharedDomain	5		NoMitoHomolog	Homolog	25-50pure	10.8757	0.009	1	"targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS+"	chr12	39945021	40013843	1	24	43	7.95E+08	36	adipose									8.9						"Vesicles (APE, Supportive)"
Tmito	80308	319945	FLAD1	FAD1|FADS|RP11-307C12.7|Q8NFF5	flavin adenine dinucleotide synthetase 1	ENSG00000160688	587	2	SharedDomain	22	0.52	NoMitoHomolog	NoHomolog	0-25ambig	10.8723	0.009	1	"APEX_matrix, targetP signal, mito protein domain, induction, coexpression"	chr1	154955769	154965587	3	8	14	1.14E+08	23	"spinalcord, adipose, stomach"				6.8					8			6.3			"Plasma membrane;Cytoplasm (APE, Supportive)"
Tmito	51601	623661	LIPT1	Q9Y234	lipoyltransferase 1	ENSG00000144182	373		SharedDomain	20		OrthologMitoHighConf	NoHomolog	0-25ambig	10.853	0.009	1	"GFP, yeast mito homolog++, mito protein domain, coexpression"	chr2	99771417	99779613	2	5	8	6.68E+07	17	"adipose, placenta"									7.8				7		
Tmito	80017	217830	C14orf159	Q7Z3D6	chromosome 14 open reading frame 159	ENSG00000133943	621	2	NA	5		NoMitoHomolog	NoHomolog	50-75pure	10.8	0.009	1	"literature, APEX_matrix, targetP signal, coexpression, MS/MS++"	chr14	91580356	91691740	14	30	362	1.30E+10	57	all 14	6.5	7.1	8.2	8.5	9.8	9	8.7	8.5	9.2	9.2	8.9	8.8	7.5	7.4	"Cytoplasm (APE, Supportive)"
Tmito	5106	74551	PCK2	PEPCK|PEPCK-M|PEPCK2|Q16822	phosphoenolpyruvate carboxykinase 2 (mitochondrial)	ENSG00000100889	640	3	SharedDomain	6		NoMitoHomolog	NoHomolog	50-75pure	10.7634	0.009	1	"literature, targetP signal, mito protein domain, coexpression, MS/MS++"	chr14	24563482	24573339	10	35	376	1.32E+10	66	"cerebrum, cerebellum, brainstem, spinalcord, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.8	8.4	8.8	8.7					9.1	8.8	9.7	8.9	9.2	9.2	"Mitochondria (APE, Supportive)"
Tmito	133686	68646	NADK2	C5orf33|MNADK|NADKD1|Q4G0N4	"NAD kinase 2, mitochondrial"	ENSG00000152620	442	3	SharedDomain	5		NoMitoHomolog	NoHomolog	50-75pure	10.7634	0.009	1	"APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS++"	chr5	36192690	36242381	13	32	209	6.47E+09	74	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.6	7.9	8.6	8.8	9	9.3		7.3	7.9	8.9	8.1	7.8	8.3	8.8	
Tmito	3099	15277	HK2	HKII|HXK2|P52789	hexokinase 2	ENSG00000159399	917		SharedDomain	14		HomologMitoLowConf	NoHomolog	50-75pure	10.7609	0.009	1	"literature, mito protein domain, coexpression, MS/MS++"	chr2	75059781	75120481	13	54	528	4.18E+10	62	"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	10.1	10.1	10	8.9	9.2		8.6	8.3	9	8.2	8.7	8.1	9	9.4	
Tmito	4357	246221	MPST	MST|TST2|P25325	mercaptopyruvate sulfurtransferase	ENSG00000128309	317	4	SharedDomain	5		NoMitoHomolog	NoHomolog	75-100pure	10.759	0.009	1	"APEX_matrix, mito protein domain, coexpression, MS/MS++"	chr22	37415682	37425863	13	22	431	2.40E+10	77	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.9	8.6	8.5	8.8	9.2	9.5		8.3	9.3	9	10	8.3	9.1	9.2	"Mitochondria (APE, Uncertain)"
Tmito	25961	67725	NUDT13	Q86X67	nudix (nucleoside diphosphate linked moiety X)-type motif 13	ENSG00000166321	352	3	SharedDomain	16	0.68	NoMitoHomolog	NoHomolog	25-50ambig	10.7449	0.009	1	"GFP, targetP signal, mito protein domain, induction, coexpression, MS/MS"	chr10	74870132	74891586	9	10	43	7.28E+08	43	"cerebellum, brainstem, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta"		6.7	7.5				8.1	7.5	8.6	7.2	7.7	7.1	7.6		"Nucleus (APE, Uncertain)"
Tpossible_mito	31	107476	ACACA	ACAC|ACACAD|ACC|ACC1|ACCA|Q13085	acetyl-CoA carboxylase alpha	ENSG00000132142	2383	2	SharedDomain	11		HomologMitoLowConf	Homolog	0-25ambig	10.6893	0.009	1	"targetP signal, Rickettsial homolog, mito protein domain, coexpression"	chr17	35441926	35766902	8	49	88	3.61E+08	23	"brainstem, spinalcord, liver, adipose, largeintestine, stomach, placenta, testis"			7.9	7.2		6.6			7.8		7.4	6.4	7.6	8.1	"Cytoplasm;Cytoskeleton (Actin filaments) (APE, Supportive)"
Tmito	18	268860	ABAT	GABA-AT|GABAT|NPD009|P80404	4-aminobutyrate aminotransferase	ENSG00000183044	500	2	SharedDomain	2		NoMitoHomolog	NoHomolog	75-100pure	10.6859	0.009	1	"literature, APEX_matrix, targetP signal, mito protein domain, MS/MS++"	chr16	8768443	8878432	13	46	1794	1.12E+11	90	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"	10.1	9.9	10.3	10.3	10.2	9.8	7.1		9.4	9.8	9.5	8.1	9.9	10.1	
Tmito	3158	15360	HMGCS2	P54868	3-hydroxy-3-methylglutaryl-CoA synthase 2 (mitochondrial)	ENSG00000134240	508	2	SharedDomain	2		NoMitoHomolog	NoHomolog	75-100pure	10.6859	0.009	1	"literature, targetP signal, mito protein domain, MS/MS++"	chr1	120290618	120311555	9	50	2364	1.90E+11	81	"cerebellum, spinalcord, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"		7.1		7.2		10.9			8.9	9.5	10.9	8.8	8.8	10.3	
Tmito	7915	214579	ALDH5A1	SSADH|SSDH|P51649	"aldehyde dehydrogenase 5 family, member A1"	ENSG00000112294	548	2	SharedDomain	3		NoMitoHomolog	NoHomolog	75-100pure	10.6859	0.009	1	"APEX_matrix, targetP signal, mito protein domain, MS/MS++"	chr6	24495196	24537435	14	40	709	3.06E+10	76	all 14	9.7	9	9.7	9.7	9.7	9.4	8.8	8	9.3	9.3	8.7	8.7	9	8.4	"Mitochondria (APE, Supportive)"
Tmito	548596	12716	CKMT1A	CKMT1	"creatine kinase, mitochondrial 1A"	ENSG00000223572	417	2	SharedDomain	1		NoMitoHomolog	NoHomolog	75-100pure	10.6859	0.009	1	"literature, targetP signal, mito protein domain, MS/MS++"	chr15	43985083	43991420	12	40	3181	3.67E+11	79	"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta"	10.5	10.1	10.4	10.6	8.9		10.1	9.6	8.9	11.1	10.8	10.6	9.4		
Tpossible_mito	23761	320951	PISD	DJ858B16|PSD|PSDC|PSSC|dJ858B16.2|Q9UG56	phosphatidylserine decarboxylase	ENSG00000241878	375	4	SharedDomain	0		OrthologMitoHighConf	NoHomolog	25-50ambig	10.6567	0.009	1	"yeast mito homolog++, mito protein domain, MS/MS"	chr22	32014476	32026810	12	13	72	6.34E+08	34	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.4	7.8	7.9	7.4	7.8	7.4			7.5	7.6	7.8	7.2	8.1	7.9	"Cytoplasm;Golgi apparatus (APE, Uncertain)"
Tmito	4710	68194	NDUFB4	B15|CI-B15|O95168	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 4, 15kDa"	ENSG00000065518	129		MitoDomain	NA		NoMitoHomolog	NoHomolog	75-100pure	10.644	0.009	1	"literature, mito protein domain+, MS/MS++"	chr3	120315127	120321258	14	17	529	9.88E+10	90	all 14	9.9	9.8	10.1	9.9	10.3	9.7	9.8	9.3	9.6	9.8	9.9	9.8	9.7	9.6	"Mitochondria (APE, Supportive)"
Tmito	10975	66594	UQCR11	0710008D09Rik|QCR10|UQCR|O14957	"ubiquinol-cytochrome c reductase, complex III subunit XI"	ENSG00000127540	56		MitoDomain	NA		NoMitoHomolog	NoHomolog	75-100pure	10.644	0.009	1	"literature, mito protein domain+, MS/MS++"	chr19	1597153	1605483	12	5	116	5.76E+09	93	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, stomach, placenta, testis"	8.7	8.7	8.9	8.2	8.8	8.4	8.3		8.6	9.1		8.8	7.9	8.8	
Tmito	84908	66488	FAM136A	Q96C01	"family with sequence similarity 136, member A"	ENSG00000035141	138		MitoDomain	NA		NoMitoHomolog	NoHomolog	75-100pure	10.644	0.009	1	"APEX_IMS, mito protein domain+, MS/MS++"	chr2	70523107	70529220	14	16	268	8.94E+09	90	all 14	9	8.8	9	8.4	8.6	8.9	6.3	7.7	8.7	9	8.6	8.2	9.3	8.8	"Mitochondria (APE, Supportive)"
Tmito	401505	68512	TOMM5	C9orf105|RP11-263I4.1|Tom5|bA613M10.3|Q8N4H5	translocase of outer mitochondrial membrane 5 homolog (yeast)	ENSG00000175768	92		MitoDomain	NA		NoMitoHomolog	NoHomolog	75-100pure	10.644	0.009	1	"literature, mito protein domain+, MS/MS++"	chr9	37588411	37592636	13	12	192	3.58E+09	88	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.7	8.6	8	7.3	8.5	8.4		7	8.4	8.2	6.6	8.2	8.5	9	"Mitochondria (APE, Supportive)"
Tmito	27429	64704	HTRA2	OMI|PARK13|PRSS25|O43464	HtrA serine peptidase 2	ENSG00000115317	458	2	SharedDomain	4	-0.37	NoMitoHomolog	Homolog	25-50pure	10.5524	0.009	1	"literature, APEX_IMS, targetP signal, Rickettsial homolog, mito protein domain, MS/MS+"	chr2	74756531	74760683	13	16	163	5.46E+09	41	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.3	8.4	9	8	8.8	8.3		8.2	8.9	8.3	8.4	7.5	9.1	8.8	
Tnon_mito	2821	14751	GPI	AMF|GNPI|NLK|PGI|PHI|SA-36|SA36|P06744	glucose-6-phosphate isomerase	ENSG00000105220	597		NonMitoDomain	22	0.85	OrthologMitoHighConf	NoHomolog	25-50crude	10.5459	0.009	1	"yeast mito homolog++, induction, coexpression"	chr19	34855644	34893318	10	25	131	1.77E+09	46	"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, smallintestine, stomach, placenta, testis"	8	7.5	8.9	8.2				6.6	7.6	8.8		7.3	7.8	6.9	"Plasma membrane;Cytoplasm (APE, Supportive)"
Tmito	4694	54405	NDUFA1	CI-MWFE|MWFE|ZNF183|O15239	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1, 7.5kDa"	ENSG00000125356	70		NA	33		NoMitoHomolog	NoHomolog	75-100pure	10.5143	0.01	1	"literature, coexpression+, MS/MS++"	chrX	119005733	119010629	14	13	129	6.83E+09	94	all 14	9.2	8.7	9.1	8.2	8.9	8.6	8.7	7.8	8.4	8.5	8.2	8.5	8.4	8.3	
Tmito	4519	17711	CYTB	MTCYB|P00156	cytochrome b	ENSG00000198727	380		SharedDomain	NA		OrthologMitoHighConf	Ortholog	0-25ambig	10.4861	0.01	1	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain"	chrM	14747	15887	14	6	577	1.72E+10	14	all 14	9	9	9.3	8.6	9.5	9	9.5	9	8.9	9.2	8.9	9	8.7	8.4	
Tmito	2987	14923	GUK1	GMK|Q16774	guanylate kinase 1	ENSG00000143774	241	3	NonMitoDomain	17	0.99	NoMitoHomolog	Homolog	50-75ambig	10.4839	0.01	1	"APEX_matrix, targetP signal, Rickettsial homolog, induction, coexpression, MS/MS"	chr1	228327784	228336655	7	14	95	6.91E+08	61	"cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, stomach"	8.5	8.2	8.2	7.7					7.3		7.4	7.2			"Nucleus but not nucleoli;Cytoplasm (APE, Uncertain)"
Tmito	728294	98314	D2HGDH	D2HGD|Q8N465	D-2-hydroxyglutarate dehydrogenase	ENSG00000180902	521	2	SharedDomain	NA		OrthologMitoHighConf	NoHomolog	0-25ambig	10.4683	0.01	1	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain"	chr2	242673993	242708231	2	4	5	4.01E+07	10	"adipose, largeintestine"									7.4		7.1				
Tmito	80207	403187	OPA3	MGA3|Q9H6K4	"optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)"	ENSG00000125741	180	3	NA	17		NoMitoHomolog	NoHomolog	50-75pure	10.4178	0.01	1	"literature, targetP signal, coexpression, MS/MS++"	chr19	46031024	46088122	14	13	344	1.31E+10	68	all 14	9.3	9.1	9.4	9	9.1	8.9	8.5	7.9	8.8	8.7	9.2	8.5	8.9	7.9	"Cytoplasm (APE, Uncertain)"
Tpossible_mito	57016	67861	AKR1B10	AKR1B11|AKR1B12|ALDRLn|ARL-1|ARL1|HIS|HSI|O60218	"aldo-keto reductase family 1, member B10 (aldose reductase)"	ENSG00000198074	316		NonMitoDomain	23	1.32	NoMitoHomolog	NoHomolog	75-100pure	10.4124	0.01	1	"induction, coexpression, MS/MS++"	chr7	134212343	134226166	12	20	313	1.04E+10	79	"cerebrum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.3		8.9	9.1	9.1		9.2	8.2	9.4	8.5	8.3	7.8	9.3	8.8	
Tpossible_mito	5264	16922	PHYH	LN1|LNAP1|PAHX|PHYH1|RD|O14832	phytanoyl-CoA 2-hydroxylase	ENSG00000107537	338	2	NonMitoDomain	1	3.1	NoMitoHomolog	NoHomolog	50-75pure	10.361	0.01	1	"targetP signal, induction, MS/MS++"	chr10	13319795	13342130	3	21	78	1.78E+09	58	"kidney, liver, smallintestine"					7.7	9.2				6.1					
